2020
50445.5, 0, 0
3256, 0, 20
3248, 0, 128
138, 0, 620
297, 0, 726
54, 0, 876
3807, 0, 1016
46, 0, 1074
47.5, 0, 1186
64, 0, 1230
184, 0, 1320
240, 0, 1374
135, 0, 1384
4669, 0, 1450
83.25, 0, 1484
138, 0, 1572
112, 0, 1588
92, 0, 1604
305.25, 0, 1612
1624, 0, 1622
3248, 0, 1746
180, 0, 1792
2648, 0, 1998
1930.5, 1, 140
1228.5, 1, 462
2457, 1, 548
272.25, 1, 1052
1638, 1, 1294
1053, 1, 1442
2211, 1, 1792
50225, 2, 2
317.25, 2, 12
48.75, 2, 72
3177.5, 2, 112
2808, 2, 254
3489.75, 2, 358
17.5, 2, 380
60, 2, 384
2767.5, 2, 396
24, 2, 408
52.5, 2, 514
4305, 2, 518
3997.5, 2, 524
458.25, 2, 650
58.75, 2, 710
47.5, 2, 728
3946.25, 2, 734
235, 2, 856
262.5, 2, 950
134.75, 2, 1064
12.5, 2, 1238
1541.25, 2, 1524
369, 2, 1544
71.25, 2, 1604
225, 2, 1678
293.75, 2, 1698
53.75, 2, 1726
138.75, 2, 1978
87.75, 3, 114
108, 3, 124
175.5, 3, 174
60, 3, 188
369.75, 3, 262
24, 3, 330
2558.5, 3, 346
239.25, 3, 398
397.75, 3, 488
31.5, 3, 556
4121.25, 3, 580
52.5, 3, 662
57.5, 3, 920
215, 3, 990
2730, 3, 994
497, 3, 1124
225.75, 3, 1230
2640, 3, 1264
18, 3, 1398
161.25, 3, 1434
99, 3, 1474
2590.5, 3, 1482
61.25, 3, 1494
156, 3, 1516
126.5, 3, 1524
2708.25, 3, 1610
397.75, 3, 1716
540.5, 3, 1738
63, 3, 1766
132, 3, 1790
351, 3, 1836
101.5, 3, 1840
217.5, 3, 1864
425.5, 3, 1904
147, 3, 1914
29.75, 3, 1980
29197, 4, 4
3367, 4, 76
46.25, 4, 144
294, 4, 216
31.5, 4, 260
52.5, 4, 286
2332.75, 4, 324
263.25, 4, 660
277.5, 4, 750
1279.25, 4, 764
438.75, 4, 1066
1204, 4, 1134
434.75, 4, 1170
1701, 4, 1252
18.5, 4, 1546
279, 4, 1976
34, 5, 18
132, 5, 280
360, 5, 496
1173, 5, 512
41, 5, 544
104, 5, 548
1925, 5, 618
296, 5, 640
93.5, 5, 872
3392, 5, 942
170.5, 5, 998
112, 5, 1042
64, 5, 1136
813, 5, 1214
147, 5, 1858
1558.25, 5, 1980
20724.5, 6, 6
987, 6, 26
49.5, 6, 206
201.25, 6, 242
387.75, 6, 374
1334.75, 6, 444
185.25, 6, 524
2458.75, 6, 844
52.5, 6, 1006
288.75, 6, 1034
354.75, 6, 1082
446.25, 6, 1210
143.5, 6, 1372
2515.5, 6, 1410
2384.25, 6, 1854
19, 6, 2014
149.5, 7, 34
50, 7, 202
4519.5, 7, 314
149.5, 7, 376
34.5, 7, 752
599.25, 7, 770
3391.5, 7, 842
156, 7, 854
143, 7, 926
2063.25, 7, 942
612.5, 7, 1022
81.25, 7, 1136
67.5, 7, 1142
139.75, 7, 1182
65.25, 7, 1192
3831.75, 7, 1196
387.5, 7, 1254
6.75, 7, 1352
4500, 7, 1380
76.5, 7, 1404
5010.75, 7, 1516
4323, 7, 1536
78, 7, 1542
1972.25, 7, 1584
909, 7, 1682
196.5, 7, 1698
1703, 7, 1870
24.75, 7, 1892
69.75, 7, 1926
393, 7, 1958
18799.5, 8, 8
168, 8, 24
3037.5, 8, 176
56, 8, 232
644, 8, 352
192, 8, 384
40, 8, 552
132, 8, 554
468, 8, 780
4884, 8, 796
213.75, 8, 974
24, 8, 1000
2491.5, 8, 1008
830.5, 8, 1332
168, 8, 1350
420, 8, 1438
256, 9, 344
2651.25, 9, 408
1501.5, 9, 598
3105.75, 9, 792
3863.25, 9, 846
3699.5, 9, 864
318.5, 9, 1672
120, 9, 1936
25835.5, 10, 10
28.5, 10, 128
1676.75, 10, 146
27, 10, 194
157.5, 10, 216
3883.25, 10, 222
148, 10, 268
1224, 10, 396
30, 10, 424
277.5, 10, 458
2917.5, 10, 496
20.25, 10, 526
161.5, 10, 672
209, 10, 694
187.5, 10, 836
185.25, 10, 1086
320.25, 10, 1146
1188.75, 10, 1148
24, 10, 1174
2.25, 10, 1258
94.5, 10, 1278
48, 10, 1500
68.25, 10, 1530
30, 10, 1554
148.5, 10, 1766
168, 10, 1854
2378.25, 10, 1872
255, 10, 1910
128.25, 10, 1930
133, 11, 8
272.25, 11, 104
31.5, 11, 222
1295, 11, 232
239.25, 11, 258
140.25, 11, 574
38.5, 11, 1116
3861, 11, 1216
1736, 11, 1456
38.5, 11, 1460
363, 11, 1728
41499, 12, 12
45, 12, 50
43.75, 12, 64
87, 12, 86
63, 12, 122
138.75, 12, 132
60.75, 12, 162
253.75, 12, 200
24.75, 12, 210
116, 12, 266
2871, 12, 380
294, 12, 388
3741, 12, 416
1511.25, 12, 538
18.75, 12, 646
83.25, 12, 648
282.75, 12, 802
122.5, 12, 850
140, 12, 916
239.25, 12, 996
110, 12, 1044
9, 12, 1068
110.25, 12, 1084
82.5, 12, 1328
105.75, 12, 1430
153.75, 12, 1522
168.75, 12, 1838
9, 13, 1194
32113.25, 14, 14
528.75, 14, 116
187.5, 14, 166
186, 14, 174
17.5, 14, 308
475, 14, 382
60, 14, 450
77.5, 14, 622
2818.75, 14, 632
75, 14, 652
512.5, 14, 662
245, 14, 754
50, 14, 758
392, 14, 906
90, 14, 950
294.5, 14, 1070
925, 14, 1112
450, 14, 1120
33.75, 14, 1212
1332.5, 14, 1228
2040, 14, 1254
131.25, 14, 1318
30, 14, 1374
157.5, 14, 1430
484.5, 14, 1440
3997.5, 14, 1514
180, 14, 1560
481.75, 14, 1740
456, 14, 1850
540, 14, 1934
95, 15, 52
184, 15, 60
4587.5, 15, 102
266.5, 15, 162
152, 15, 164
108, 15, 310
204.25, 15, 500
11.25, 15, 510
221, 15, 566
275.25, 15, 588
318.5, 15, 732
123.5, 15, 764
2185, 15, 786
535.5, 15, 1030
48.75, 15, 1154
4404, 15, 1176
44, 15, 1198
44, 15, 1266
3761.75, 15, 1282
1432, 15, 1396
124, 15, 1434
551.25, 15, 1502
140.25, 15, 1766
247, 15, 1810
510, 15, 1884
4716, 16, 6
36942, 16, 16
22.5, 16, 292
51, 16, 398
213.75, 16, 590
37.5, 16, 648
323, 16, 724
3093.5, 16, 728
333, 16, 740
416.5, 16, 820
2275.5, 16, 866
15, 16, 872
45, 16, 898
3858.75, 16, 980
105, 16, 1006
1383.75, 16, 1036
575.75, 16, 1168
238, 16, 1226
9, 16, 1266
82.5, 16, 1604
346.5, 16, 1836
204, 17, 4
296, 17, 330
365.5, 17, 338
92.5, 17, 372
136, 17, 430
3740, 17, 752
3154.25, 17, 1048
