300
-35.3265335415338, 0, 2
-1.29374463711528, 0, 4
-14.4153553528905, 0, 6
-31.0714215161117, 0, 8
-24.758033511602, 0, 10
-41.5909366116184, 0, 12
-32.6732967278103, 0, 14
-17.6784158310992, 0, 16
-12.7497003734841, 0, 18
-38.9714119676309, 0, 20
-42.3432308163921, 0, 22
-0.67771901309196, 0, 24
-30.391051820394, 0, 26
-8.73455340154256, 0, 28
-4.69941242103539, 0, 30
-15.4553288203547, 0, 32
-37.3294042119802, 0, 34
-19.3067724767812, 0, 36
-13.045397103214, 0, 40
-2.7220234761357, 0, 42
-6.13787062222511, 0, 44
-8.21336410694031, 0, 46
-4.03775776422951, 0, 50
-22.2591826575286, 0, 52
-20.1103662875251, 0, 54
-9.75596716163587, 0, 56
-37.9237690187373, 0, 58
-27.7949438449731, 0, 62
-29.6015653749364, 0, 64
-39.5178722044203, 0, 68
-13.4959807856871, 0, 72
-8.36320234366419, 0, 74
-34.1957721871686, 0, 78
-16.5785385792239, 0, 80
-10.9163680720275, 0, 82
-10.8573529656484, 0, 84
-7.90906047572468, 0, 86
-1.20507468657606, 0, 88
-3.38566702606425, 0, 92
-39.919381091365, 0, 94
-25.6597356436216, 0, 96
-37.2743560135722, 0, 98
-32.2985552169581, 0, 112
-14.3566705907456, 0, 116
-29.326675243439, 0, 118
-41.422335668029, 0, 122
-46.1462091029488, 0, 124
-39.7593008272891, 0, 126
-21.0113444682407, 0, 128
-7.07199129284242, 0, 130
-31.7106123754927, 0, 132
-11.0043209918781, 0, 138
-44.6777437426833, 0, 142
-9.99114944493217, 0, 154
-43.5618680964679, 0, 156
-17.845647259195, 0, 158
-8.44130227060961, 0, 160
-29.1355319663581, 0, 164
-38.5706635873842, 0, 174
-30.8562580261609, 0, 176
-24.4308297879217, 0, 178
-38.8387710728118, 0, 192
-10.2141805045979, 0, 202
-43.1145545871116, 0, 210
-14.7335772319983, 0, 222
-34.0378677348517, 0, 232
-8.2635108119482, 0, 238
-4.25766013962084, 0, 256
-3.07058073481728, 0, 266
-40.1163755067494, 0, 276
1994.58262272156, 0, 0
2, 1, 1
-35.3265335415338, 2, 0
0.430501225179081, 2, 4
4.74479463037691, 2, 6
10.1152788919787, 2, 8
7.97104293977138, 2, 10
13.241484917442, 2, 12
10.2855084010137, 2, 14
5.50206701408663, 2, 16
3.92270988760632, 2, 18
11.8519281305166, 2, 20
12.7272765554145, 2, 22
0.201307844842184, 2, 24
8.92002644981076, 2, 26
2.53290688130878, 2, 28
1.34625634844731, 2, 30
4.37335290307695, 2, 32
10.4324078976357, 2, 34
5.32824626227145, 2, 36
3.50946139033863, 2, 40
0.722835879731553, 2, 42
1.60867592845731, 2, 44
2.12427980014892, 2, 46
1.01651691931867, 2, 50
5.52744127082467, 2, 52
4.92499319113881, 2, 54
2.35589019084387, 2, 56
9.02862675299942, 2, 58
6.42833220323397, 2, 62
6.74589858829512, 2, 64
8.73887872693632, 2, 68
2.89372141108041, 2, 72
1.76515741453643, 2, 74
6.98897754031811, 2, 78
3.33313883372616, 2, 80
2.15847781859159, 2, 82
2.11080766840341, 2, 84
1.51145232659939, 2, 86
0.22631550123801, 2, 88
0.613547907157627, 2, 92
7.10318175518942, 2, 94
4.48183281882571, 2, 96
6.38870374060122, 2, 98
4.80332669666253, 2, 112
2.04291116291663, 2, 116
4.07926053173714, 2, 118
5.49747761716956, 2, 122
5.97768019816096, 2, 124
5.02416587724028, 2, 126
2.58855149710058, 2, 128
0.848904873421303, 2, 130
3.70646054190803, 2, 132
1.18254364827918, 2, 138
4.5219474744957, 2, 142
0.825446309567363, 2, 154
3.46494217526757, 2, 156
1.3646555854846, 2, 158
0.619637229905675, 2, 160
1.96067533133426, 2, 164
2.01056753502065, 2, 174
1.51539966290348, 2, 176
1.12631939372327, 2, 178
0.978989050899971, 2, 192
0.106830957748367, 2, 202
-0.0531861229555497, 2, 210
-0.274041783108006, 2, 222
-1.12037604316454, 2, 232
-0.342422195439352, 2, 238
-0.284017416700048, 2, 256
-0.247355187425187, 2, 266
